xhb,0,602,0,,0,Frequency,Cumulative %
dsn,16,602,,,,,
dsk,69,602,,,,,
dss,3,602,,,,,
dsh,10,602,,,,,
dsl,112,602,,,,,
dsy,4,602,,,,,
dst,4,602,,,,,
dsu,176,602,,,,,
dt3,0,602,,,,,
dt2,0,602,,,,,
dtl,0,602,,,,,
dtf,1,602,,,,,
dt,27,602,,,,,
dtz,5,602,,,,,
dty,0,602,,,,,
du3,2,602,,,,,
dtx,0,602,,,,,
dsw,20,602,,,,,
dtt,0,602,,,,,
du4,0,602,,,,,
dtj,4,602,,,,,
orr,0,602,,,,,
du,45,602,,,,,
ore,2,602,,,,,
zwm,1,602,,,,,
du6,0,602,,,,,
dtr,91,602,,,,,
du2,1,602,,,,,
orz,155,602,,,,,
du5,0,602,,,,,
zwj,4,602,,,,,
os,1,602,,,,,
zwk,25,602,,,,,
ori,66,602,,,,,
zwl,10,602,,,,,
du9,0,602,,,,,
ose,0,602,,,,,
osh,0,602,,,,,
dua,0,602,,,,,
du7,92,602,,,,,
du8,6,602,,,,,
zwp,1,602,,,,,
zwn,151,602,,,,,
zws,0,602,,,,,
duc,163,602,,,,,
dub,0,602,,,,,
zwt,0,602,,,,,
oso,0,602,,,,,
zwq,71,602,,,,,
osk,7,602,,,,,
zwu,0,602,,,,,
duh,0,602,,,,,
duk,0,602,,,,,
dum,0,602,,,,,
ost,1,602,,,,,
ot2,0,602,,,,,
zww,0,602,,,,,
otf,0,602,,,,,
ott,0,602,,,,,
zwy,0,602,,,,,
zwx,18,602,,,,,
zwz,0,602,,,,,
duq,0,602,,,,,
zx,0,602,,,,,
ou,0,602,,,,,
dun,115,602,,,,,
ouh,0,602,,,,,
zx2,0,602,,,,,
ot,4,602,,,,,
ou2,1,602,,,,,
duy,0,602,,,,,
dup,9,602,,,,,
zx3,0,602,,,,,
duo,178,602,,,,,
ouz,0,602,,,,,
dvh,0,602,,,,,
dv,0,602,,,,,
oun,2,602,,,,,
zxb,0,602,,,,,
zxd,0,602,,,,,
dvd,1,602,,,,,
ove,0,602,,,,,
ovo,0,602,,,,,
ouo,1,602,,,,,
dvk,0,602,,,,,
zxg,0,602,,,,,
ow,0,602,,,,,
zxc,11,602,,,,,
zxf,36,602,,,,,
dvu,0,602,,,,,
own,0,602,,,,,
dvs,25,602,,,,,
owl,1,602,,,,,
dvt,14,602,,,,,
zxl,0,602,,,,,
dva,0,602,,,,,
zxh,118,602,,,,,
owi,150,602,,,,,
dwd,0,602,,,,,
dvv,7,602,,,,,
zxj,15,602,,,,,
zxk,84,602,,,,,
owr,116,602,,,,,
dwl,0,602,,,,,
zxi,2,602,,,,,
ox,9,602,,,,,
oxu,1,602,,,,,
zxp,0,602,,,,,
zxm,215,602,,,,,
oy,80,602,,,,,
dw,213,602,,,,,
zxq,1,602,,,,,
zxn,58,602,,,,,
oy2,76,602,,,,,
oyg,2,602,,,,,
dwn,16,602,,,,,
oyi,0,602,,,,,
dwr,5,602,,,,,
dwj,276,602,,,,,
zxr,288,602,,,,,
dwy,1,602,,,,,
dwu,1,602,,,,,
zxt,183,602,,,,,
dwx,111,602,,,,,
zxu,0,602,,,,,
oya,4,602,,,,,
oyf,3,602,,,,,
dwz,1,602,,,,,
zxs,82,602,,,,,
oyj,0,602,,,,,
dx,27,602,,,,,
dx2,0,602,,,,,
zxw,36,602,,,,,
dxd,1,602,,,,,
dxf,0,602,,,,,
zxx,89,602,,,,,
oz,0,602,,,,,
dxc,3,602,,,,,
oym,135,602,,,,,
dxl,0,602,,,,,
zy2,90,602,,,,,
oyz,40,602,,,,,
oza,0,602,,,,,
oyw,216,602,,,,,
zxy,14,602,,,,,
oyx,78,602,,,,,
zy,87,602,,,,,
dxu,0,602,,,,,
zxz,68,602,,,,,
ozi,0,602,,,,,
dxs,167,602,,,,,
dxy,0,602,,,,,
zy6,0,602,,,,,
zy3,116,602,,,,,
zyc,3,602,,,,,
zyb,0,602,,,,,
zyd,1,602,,,,,
zy4,7,602,,,,,
zyg,0,602,,,,,
ozy,14,602,,,,,
dxt,122,602,,,,,
zy5,2,602,,,,,
ozg,13,602,,,,,
zyj,0,602,,,,,
p,3,602,,,,,
zyh,0,602,,,,,
zyp,0,602,,,,,
zyi,70,602,,,,,
zyn,0,602,,,,,
zyf,171,602,,,,,
zyl,0,602,,,,,
zyk,6,602,,,,,
zym,0,602,,,,,
zyr,1,602,,,,,
zyw,1,602,,,,,
zyt,0,602,,,,,
zyy,0,602,,,,,
zys,14,602,,,,,
zyz,1,602,,,,,
zz6,1,602,,,,,
zyq,28,602,,,,,
zz3,120,602,,,,,
zyu,150,602,,,,,
zz0,3,602,,,,,
zyx,22,602,,,,,
zz,159,602,,,,,
zz2,1,602,,,,,
zzg,0,602,,,,,
zz4,98,602,,,,,
zz1,16,602,,,,,
zzj,0,602,,,,,
zzc,2,602,,,,,
zza,8,602,,,,,
zzb,224,602,,,,,
zzh,17,602,,,,,
zzm,0,602,,,,,
zzf,110,602,,,,,
zzn,0,602,,,,,
zzt,1,602,,,,,
zzk,2,602,,,,,
zzl,74,602,,,,,
p0,0,602,,,,,
zzw,0,602,,,,,
zzp,8,602,,,,,
dy2,0,602,,,,,
zzx,10,602,,,,,
zzs,19,602,,,,,
p1,3,602,,,,,
dyb,0,602,,,,,
p2d,0,602,,,,,
p2,2,602,,,,,
p1u,1,602,,,,,
dyc,0,602,,,,,
zzq,15,602,,,,,
dy,218,602,,,,,
p2p,0,602,,,,,
zzy,147,602,,,,,
dyd,67,602,,,,,
p3,0,602,,,,,
p4,0,602,,,,,
p42,0,602,,,,,
dyg,0,602,,,,,
dyj,1,602,,,,,
dyh,0,602,,,,,
dyn,0,602,,,,,
dyk,0,602,,,,,
p4d,1,602,,,,,
dyf,233,602,,,,,
p3i,4,602,,,,,
p5,0,602,,,,,
p8i,0,602,,,,,
dys,0,602,,,,,
dyr,6,602,,,,,
p7,0,602,,,,,
dyt,0,602,,,,,
pa1,0,602,,,,,
dyl,18,602,,,,,
dyu,3,602,,,,,
pad,0,602,,,,,
pa,0,602,,,,,
dyy,0,602,,,,,
pac,0,602,,,,,
p6,2,602,,,,,
dyq,347,602,,,,,
pag,0,602,,,,,
pak,0,602,,,,,
dzd,0,602,,,,,
paj,0,602,,,,,
dyz,0,602,,,,,
dzp,0,602,,,,,
dzc,81,602,,,,,
pal,0,602,,,,,
dz,147,602,,,,,
pai,299,602,,,,,
dzx,0,602,,,,,
pam,2,602,,,,,
pan,158,602,,,,,
dzy,0,602,,,,,
dzh,50,602,,,,,
paq,0,602,,,,,
dzl,44,602,,,,,
dzr,26,602,,,,,
pau,0,602,,,,,
e19,0,602,,,,,
e,0,602,,,,,
pao,325,602,,,,,
pas,0,602,,,,,
pax,0,602,,,,,
pat,0,602,,,,,
e3,0,602,,,,,
par,12,602,,,,,
paw,1,602,,,,,
e2,2,602,,,,,
dzq,141,602,,,,,
e9t,0,602,,,,,
e4,0,602,,,,,
paz,0,602,,,,,
e5c,1,602,,,,,
eah,5,602,,,,,
pbc,0,602,,,,,
eaf,0,602,,,,,
pb,5,602,,,,,
pbm,0,602,,,,,
e1c,30,602,,,,,
pbo,0,602,,,,,
eak,0,602,,,,,
pbq,1,602,,,,,
eas,0,602,,,,,
eb,0,602,,,,,
eba,1,602,,,,,
pb2,34,602,,,,,
pbb,42,602,,,,,
ea,8,602,,,,,
pbs,1,602,,,,,
pbt,3,602,,,,,
pbz,0,602,,,,,
pbx,0,602,,,,,
pc9,0,602,,,,,
pca,0,602,,,,,
ebk,9,602,,,,,
zzz,129,602,,,,,
ebe,163,602,,,,,
pc6,28,602,,,,,
pbw,106,602,,,,,
pc2,2,602,,,,,
pcd,1,602,,,,,
pch,1,602,,,,,
pc,5,602,,,,,
pcf,0,602,,,,,
pcm,101,602,,,,,
pcc,283,602,,,,,
pcl,0,602,,,,,
pdr,0,602,,,,,
pda,0,602,,,,,
pdl,0,602,,,,,
pcr,3,602,,,,,
pds,0,602,,,,,
pdf,0,602,,,,,
pe,0,602,,,,,
pdd,2,602,,,,,
pcw,4,602,,,,,
pd,28,602,,,,,
pdp,0,602,,,,,
pdn,7,602,,,,,
pdt,19,602,,,,,
pdu,120,602,,,,,
peb,0,602,,,,,
ped,0,602,,,,,
pdk,23,602,,,,,
pea,1,602,,,,,
pee,0,602,,,,,
pec,0,602,,,,,
pep,0,602,,,,,
per,0,602,,,,,
peo,0,602,,,,,
pei,19,602,,,,,
pes,0,602,,,,,
pf2,0,602,,,,,
pen,15,602,,,,,
pet,4,602,,,,,
pfl,0,602,,,,,
ece,0,602,,,,,
pey,1,602,,,,,
eby,0,602,,,,,
pf,70,602,,,,,
ech,0,602,,,,,
ec,17,602,,,,,
eco,0,602,,,,,
ebv,0,602,,,,,
pfa,46,602,,,,,
pfd,20,602,,,,,
pf3,38,602,,,,,
ecy,3,602,,,,,
ed7,0,602,,,,,
ed6,0,602,,,,,
ed1,0,602,,,,,
ed,17,602,,,,,
ed5,0,602,,,,,
ed2,199,602,,,,,
edd,0,602,,,,,
ed3,2,602,,,,,
edc,0,602,,,,,
eda,0,602,,,,,
ede,0,602,,,,,
ed8,76,602,,,,,
ed4,7,602,,,,,
edi,0,602,,,,,
edg,0,602,,,,,
edj,0,602,,,,,
edy,0,602,,,,,
ed9,235,602,,,,,
eel,0,602,,,,,
edo,98,602,,,,,
edw,2,602,,,,,
ee2,1,602,,,,,
efe,0,602,,,,,
eee,132,602,,,,,
edu,29,602,,,,,
edx,11,602,,,,,
eg,0,602,,,,,
efi,1,602,,,,,
ege,0,602,,,,,
ee,12,602,,,,,
efy,33,602,,,,,
pfy,0,602,,,,,
egh,0,602,,,,,
ef,11,602,,,,,
eep,12,602,,,,,
ego,112,602,,,,,
egu,0,602,,,,,
egp,2,602,,,,,
egg,171,602,,,,,
ei,0,602,,,,,
pg,1,602,,,,,
pgh,0,602,,,,,
ein,2,602,,,,,
eh,23,602,,,,,
ph,0,602,,,,,
egv,6,602,,,,,
pfx,29,602,,,,,
ehz,8,602,,,,,
eif,0,602,,,,,
ehp,12,602,,,,,
pgu,49,602,,,,,
eid,4,602,,,,,
pgs,11,602,,,,,
ej,0,602,,,,,
eio,5,602,,,,,
ph6,15,602,,,,,
eit,0,602,,,,,
ph2,101,602,,,,,
phc,0,602,,,,,
eiv,22,602,,,,,
ejm,0,602,,,,,
pha,1,602,,,,,
ek4,0,602,,,,,
phb,4,602,,,,,
ejo,6,602,,,,,
ej2,9,602,,,,,
eka,3,602,,,,,
ek,1,602,,,,,
phd,122,602,,,,,
phe,28,602,,,,,
phk,0,602,,,,,
phn,0,602,,,,,
ekc,0,602,,,,,
phf,37,602,,,,,
phj,3,602,,,,,
ekm,0,602,,,,,
phi,29,602,,,,,
eki,0,602,,,,,
php,1,602,,,,,
eko,0,602,,,,,
pho,4,602,,,,,
eks,0,602,,,,,
phu,0,602,,,,,
phq,3,602,,,,,
ekf,368,602,,,,,
ekw,0,602,,,,,
phx,0,602,,,,,
el2,0,602,,,,,
phs,4,602,,,,,
ekg,3,602,,,,,
pi,0,602,,,,,
pi4,0,602,,,,,
el,1,602,,,,,
elf,0,602,,,,,
phy,6,602,,,,,
pi2,0,602,,,,,
ekx,3,602,,,,,
elc,2,602,,,,,
ela,2,602,,,,,
elh,1,602,,,,,
elk,0,602,,,,,
ell,0,602,,,,,
pi3,29,602,,,,,
ele,285,602,,,,,
pii,0,602,,,,,
pia,17,602,,,,,
eli,305,602,,,,,
pif,11,602,,,,,
pin,0,602,,,,,
ely,0,602,,,,,
pid,71,602,,,,,
pig,8,602,,,,,
pip,0,602,,,,,
em,0,602,,,,,
pie,4,602,,,,,
piu,0,602,,,,,
pis,2,602,,,,,
els,107,602,,,,,
emc,0,602,,,,,
em2,68,602,,,,,
eme,0,602,,,,,
emi,0,602,,,,,
pj,0,602,,,,,
pja,0,602,,,,,
pjc,0,602,,,,,
emk,0,602,,,,,
pit,6,602,,,,,
ema,36,602,,,,,
pj2,0,602,,,,,
pjh,0,602,,,,,
piy,32,602,,,,,
pjj,0,602,,,,,
emg,228,602,,,,,
pjl,0,602,,,,,
emp,0,602,,,,,
pjo,0,602,,,,,
eml,78,602,,,,,
emm,1,602,,,,,
ems,0,602,,,,,
pjs,0,602,,,,,
emz,0,602,,,,,
pjv,0,602,,,,,
en2,0,602,,,,,
emo,4,602,,,,,
emy,14,602,,,,,
pjx,0,602,,,,,
pjw,0,602,,,,,
pjq,197,602,,,,,
end,0,602,,,,,
ene,0,602,,,,,
pk3,0,602,,,,,
pjz,2,602,,,,,
eni,0,602,,,,,
eng,0,602,,,,,
pk,75,602,,,,,
en,16,602,,,,,
ena,10,602,,,,,
pk2,3,602,,,,,
pk4,0,602,,,,,
enk,0,602,,,,,
pk9,0,602,,,,,
enm,0,602,,,,,
enn,0,602,,,,,
enj,3,602,,,,,
pkd,0,602,,,,,
pkb,3,602,,,,,
eno,0,602,,,,,
pkg,1,602,,,,,
pkj,0,602,,,,,
ens,0,602,,,,,
pkk,0,602,,,,,
pkf,54,602,,,,,
epc,0,602,,,,,
pks,0,602,,,,,
eo,0,602,,,,,
pkp,194,602,,,,,
eof,118,602,,,,,
eps,0,602,,,,,
pl,0,602,,,,,
pku,154,602,,,,,
pkw,7,602,,,,,
ep,12,602,,,,,
epq,4,602,,,,,
pky,6,602,,,,,
er3,0,602,,,,,
plf,0,602,,,,,
erf,0,602,,,,,
plk,0,602,,,,,
pld,3,602,,,,,
erb,1,602,,,,,
era,0,602,,,,,
eqw,13,602,,,,,
er,49,602,,,,,
er2,159,602,,,,,
pli,158,602,,,,,
plm,150,602,,,,,
pls,0,602,,,,,
eri,22,602,,,,,
erq,3,602,,,,,
plq,0,602,,,,,
ern,0,602,,,,,
pm2,0,602,,,,,
pm6,0,602,,,,,
ers,0,602,,,,,
pma,0,602,,,,,
pm,44,602,,,,,
plu,17,602,,,,,
plt,10,602,,,,,
erm,17,602,,,,,
erk,74,602,,,,,
pmc,0,602,,,,,
eru,0,602,,,,,
pmj,2,602,,,,,
ert,3,602,,,,,
pml,7,602,,,,,
erv,38,602,,,,,
esa,0,602,,,,,
ery,2,602,,,,,
erw,78,602,,,,,
pmk,10,602,,,,,
pmt,0,602,,,,,
ese,4,602,,,,,
pmr,0,602,,,,,
es,141,602,,,,,
aw,19,602,,,,,
esu,0,602,,,,,
pmm,16,602,,,,,
pmv,0,602,,,,,
pn,2,602,,,,,
esi,0,602,,,,,
esh,1,602,,,,,
png,1,602,,,,,
po2,0,602,,,,,
eta,0,602,,,,,
est,1,602,,,,,
eti,0,602,,,,,
et,3,602,,,,,
pnk,3,602,,,,,
etd,0,602,,,,,
pnm,0,602,,,,,
ete,5,602,,,,,
etc,92,602,,,,,
po3,0,602,,,,,
etm,0,602,,,,,
pnp,19,602,,,,,
po9,79,602,,,,,
etk,0,602,,,,,
poe,0,602,,,,,
po,28,602,,,,,
etl,1,602,,,,,
poi,0,602,,,,,
ets,0,602,,,,,
por,0,602,,,,,
pol,3,602,,,,,
poo,0,602,,,,,
pon,13,602,,,,,
ev0,0,602,,,,,
pos,0,602,,,,,
poh,8,602,,,,,
ev,0,602,,,,,
eus,1,602,,,,,
pox,2,602,,,,,
eto,0,602,,,,,
eu,51,602,,,,,
eug,8,602,,,,,
ev1,0,602,,,,,
pow,173,602,,,,,
poy,1,602,,,,,
ppa,0,602,,,,,
pp,0,602,,,,,
evn,0,602,,,,,
eve,4,602,,,,,
ppc,1,602,,,,,
eva,2,602,,,,,
pp2,7,602,,,,,
ppj,0,602,,,,,
evo,2,602,,,,,
ew,0,602,,,,,
ewa,0,602,,,,,
evm,179,602,,,,,
ewb,0,602,,,,,
ew8,0,602,,,,,
ppf,37,602,,,,,
ppg,89,602,,,,,
ppl,196,602,,,,,
ppm,80,602,,,,,
ewc,43,602,,,,,
ex,0,602,,,,,
ewf,7,602,,,,,
pps,0,602,,,,,
ppn,13,602,,,,,
ppt,6,602,,,,,
ppp,143,602,,,,,
ppr,27,602,,,,,
ewu,141,602,,,,,
exb,11,602,,,,,
exi,3,602,,,,,
ppx,65,602,,,,,
exp,0,602,,,,,
ewe,161,602,,,,,
exe,3,602,,,,,
pqh,0,602,,,,,
ppy,234,602,,,,,
ext,0,602,,,,,
ppz,197,602,,,,,
eya,0,602,,,,,
pq,10,602,,,,,
eye,0,602,,,,,
exy,0,602,,,,,
pr,4,602,,,,,
eyf,0,602,,,,,
pqz,73,602,,,,,
ey,156,602,,,,,
prd,1,602,,,,,
prc,0,602,,,,,
eyx,0,602,,,,,
eyu,0,602,,,,,
pr9,2,602,,,,,
prh,0,602,,,,,
eyl,11,602,,,,,
pra,86,602,,,,,
pri,0,602,,,,,
ezh,0,602,,,,,
eze,0,602,,,,,
ez,35,602,,,,,
ezb,0,602,,,,,
prq,0,602,,,,,
pre,2,602,,,,,
eyz,4,602,,,,,
pry,2,602,,,,,
prj,5,602,,,,,
pro,11,602,,,,,
ps3,0,602,,,,,
ezy,0,602,,,,,
ezz,0,602,,,,,
ps,17,602,,,,,
ps4,174,602,,,,,
ezn,2,602,,,,,
psd,0,602,,,,,
ezl,10,602,,,,,
f16,0,602,,,,,
ps2,31,602,,,,,
f0r,3,602,,,,,
psa,179,602,,,,,
f,164,602,,,,,
psf,0,602,,,,,
psi,0,602,,,,,
psj,0,602,,,,,
f3,0,602,,,,,
f2,31,602,,,,,
psh,0,602,,,,,
psp,0,602,,,,,
faq,,,,,,,
f3r,0,602,,,,,
f22,15,602,,,,,
pst,0,602,,,,,
psr,0,602,,,,,
psm,2,602,,,,,
fai,1,602,,,,,
fab,38,602,,,,,
fa,4,602,,,,,
psk,23,602,,,,,
psw,0,602,,,,,
fay,0,602,,,,,
psx,0,602,,,,,
pt,0,602,,,,,
faz,0,602,,,,,
fam,13,602,,,,,
fan,437,602,,,,,
psz,0,602,,,,,
far,43,602,,,,,
fat,13,602,,,,,
pta,0,602,,,,,
ptg,0,602,,,,,
psy,13,602,,,,,
fbb,0,602,,,,,
pss,41,602,,,,,
fb,143,602,,,,,
ptx,0,602,,,,,
pty,1,602,,,,,
fbq,2,602,,,,,
ptm,1,602,,,,,
fbz,3,602,,,,,
fb1,39,602,,,,,
ptw,61,602,,,,,
pun,0,602,,,,,
fbr,35,602,,,,,
fbx,5,602,,,,,
fc,0,602,,,,,
fck,0,602,,,,,
pu,427,602,,,,,
fch,1,602,,,,,
pvk,0,602,,,,,
pvj,0,602,,,,,
pus,7,602,,,,,
pve,11,602,,,,,
fcx,0,602,,,,,
fc7,53,602,,,,,
pvm,0,602,,,,,
pv,93,602,,,,,
fcn,4,602,,,,,
pvg,15,602,,,,,
fcm,34,602,,,,,
fd,0,602,,,,,
fd9,24,602,,,,,
pww,0,602,,,,,
pxg,0,602,,,,,
fdd,69,602,,,,,
px2,0,602,,,,,
pw,22,602,,,,,
pxk,0,602,,,,,
pxb,1,602,,,,,
pwd,6,602,,,,,
pwu,26,602,,,,,
pwh,199,602,,,,,
pwm,203,602,,,,,
px,44,602,,,,,
pxj,7,602,,,,,
pxq,0,602,,,,,
pxl,0,602,,,,,
pxt,0,602,,,,,
pxr,5,602,,,,,
pxx,0,602,,,,,
pxw,36,602,,,,,
py1,0,602,,,,,
pxy,27,602,,,,,
py2,1,602,,,,,
pyf,0,602,,,,,
pyc,3,602,,,,,
pye,2,602,,,,,
py,41,602,,,,,
pyb,30,602,,,,,
pyh,0,602,,,,,
pya,2,602,,,,,
pyk,1,602,,,,,
pyg,8,602,,,,,
pyp,0,602,,,,,
pz7,0,602,,,,,
pyj,4,602,,,,,
pyl,127,602,,,,,
pyi,12,602,,,,,
pyy,3,602,,,,,
pyq,0,602,,,,,
pyx,122,602,,,,,
pzc,2,602,,,,,
q10,0,602,,,,,
pyz,0,602,,,,,
pym,267,602,,,,,
fdf,0,602,,,,,
pzj,14,602,,,,,
pzx,7,602,,,,,
pz,326,602,,,,,
pzh,152,602,,,,,
fdj,10,602,,,,,
fds,2,602,,,,,
fdm,180,602,,,,,
q,268,602,,,,,
fe,0,602,,,,,
fdx,0,602,,,,,
pzy,19,602,,,,,
feb,0,602,,,,,
fdt,12,602,,,,,
fed,0,602,,,,,
fdr,12,602,,,,,
fea,150,602,,,,,
fej,0,602,,,,,
fer,1,602,,,,,
fee,0,602,,,,,
ffa,0,602,,,,,
fef,0,602,,,,,
feo,49,602,,,,,
ffm,0,602,,,,,
fen,17,602,,,,,
ffk,0,602,,,,,
fei,6,602,,,,,
ff,162,602,,,,,
ff1,17,602,,,,,
fek,249,602,,,,,
ffg,146,602,,,,,
ffz,2,602,,,,,
fff,40,602,,,,,
fgh,0,602,,,,,
ffu,0,602,,,,,
ffy,132,602,,,,,
ffx,0,602,,,,,
fg,35,602,,,,,
fgg,1,602,,,,,
fg2,0,602,,,,,
ffp,122,602,,,,,
fft,18,602,,,,,
fh,0,602,,,,,
fgt,5,602,,,,,
fgo,5,602,,,,,
fgp,3,602,,,,,
fi,0,602,,,,,
fhm,0,602,,,,,
fia,0,602,,,,,
fgq,0,602,,,,,
fhy,21,602,,,,,
fht,6,602,,,,,
fi1,0,602,,,,,
q17,0,602,,,,,
fhd,126,602,,,,,
fii,0,602,,,,,
q16,18,602,,,,,
q2,2,602,,,,,
fil,1,602,,,,,
fig,0,602,,,,,
q7,0,602,,,,,
q3,9,602,,,,,
q5,1,602,,,,,
fiz,1,602,,,,,
q6,0,602,,,,,
fim,1,602,,,,,
q4,0,602,,,,,
qa,0,602,,,,,
qa1,0,602,,,,,
fj,30,602,,,,,
fjg,0,602,,,,,
fjd,0,602,,,,,
fin,12,602,,,,,
qam,0,602,,,,,
qb,0,602,,,,,
fjb,17,602,,,,,
qau,0,602,,,,,
fjc,167,602,,,,,
qaz,0,602,,,,,
fjj,0,602,,,,,
fjs,0,602,,,,,
qaq,20,602,,,,,
fjm,0,602,,,,,
fjf,123,602,,,,,
qar,17,602,,,,,
fjh,19,602,,,,,
qby,0,602,,,,,
qbq,0,602,,,,,
fjt,0,602,,,,,
qba,3,602,,,,,
fjx,8,602,,,,,
qcc,1,602,,,,,
fjz,1,602,,,,,
qcl,3,602,,,,,
qcm,0,602,,,,,
fkm,0,602,,,,,
qbz,78,602,,,,,
fju,0,602,,,,,
fjy,68,602,,,,,
qc,220,602,,,,,
fks,0,602,,,,,
qcq,1,602,,,,,
qcu,2,602,,,,,
fk,78,602,,,,,
qcw,0,602,,,,,
fla,0,602,,,,,
fl,0,602,,,,,
qcx,0,602,,,,,
qd,0,602,,,,,
fkz,15,602,,,,,
qdd,0,602,,,,,
fld,14,602,,,,,
qcz,165,602,,,,,
flh,102,602,,,,,
qds,0,602,,,,,
flq,1,602,,,,,
qdp,81,602,,,,,
qe2,0,602,,,,,
fly,0,602,,,,,
qdx,3,602,,,,,
flx,0,602,,,,,
flo,142,602,,,,,
flg,119,602,,,,,
qer,0,602,,,,,
fli,103,602,,,,,
qee,3,602,,,,,
flw,3,602,,,,,
qft,0,602,,,,,
fm,0,602,,,,,
qe,4,602,,,,,
qfx,0,602,,,,,
fmo,0,602,,,,,
fmt,2,602,,,,,
qg,0,602,,,,,
fmc,11,602,,,,,
fmy,0,602,,,,,
qgc,0,602,,,,,
qgg,0,602,,,,,
qfu,1,602,,,,,
fml,171,602,,,,,
qgw,0,602,,,,,
qh,0,602,,,,,
fn,0,602,,,,,
fmx,5,602,,,,,
fmz,54,602,,,,,
fnn,0,602,,,,,
fnu,1,602,,,,,
qgb,5,602,,,,,
qhc,95,602,,,,,
qhq,0,602,,,,,
fo,0,602,,,,,
qhs,1,602,,,,,
fnk,6,602,,,,,
qhy,0,602,,,,,
qhe,5,602,,,,,
foi,0,602,,,,,
fog,0,602,,,,,
fok,0,602,,,,,
qi3,0,602,,,,,
fol,0,602,,,,,
fon,0,602,,,,,
foe,5,602,,,,,
qi,29,602,,,,,
qi4,0,602,,,,,
qhz,19,602,,,,,
qi2,156,602,,,,,
fp,0,602,,,,,
qi8,0,602,,,,,
qi5,237,602,,,,,
fov,1,602,,,,,
fox,2,602,,,,,
for,65,602,,,,,
qi6,37,602,,,,,
foo,10,602,,,,,
fpc,0,602,,,,,
qi9,1,602,,,,,
qi7,32,602,,,,,
qia,2,602,,,,,
fq,0,602,,,,,
fr4,0,602,,,,,
qin,14,602,,,,,
qj,0,602,,,,,
fp7,58,602,,,,,
qiq,8,602,,,,,
fr,1,602,,,,,
qiu,211,602,,,,,
fqq,80,602,,,,,
qjf,0,602,,,,,
qix,2,602,,,,,
qjc,13,602,,,,,
fra,3,602,,,,,
fro,0,602,,,,,
frk,0,602,,,,,
fri,27,602,,,,,
frj,4,602,,,,,
qjs,0,602,,,,,
frs,0,602,,,,,
qjg,122,602,,,,,
qk,0,602,,,,,
qji,10,602,,,,,
qjj,16,602,,,,,
fsc,0,602,,,,,
fry,22,602,,,,,
fs,98,602,,,,,
ql,0,602,,,,,
qjy,25,602,,,,,
qlg,0,602,,,,,
fsh,0,602,,,,,
fsp,0,602,,,,,
qli,0,602,,,,,
fsy,0,602,,,,,
fsq,4,602,,,,,
qly,0,602,,,,,
qlc,210,602,,,,,
fsd,9,602,,,,,
ftd,0,602,,,,,
qlu,21,602,,,,,
qmk,2,602,,,,,
fsx,7,602,,,,,
fta,61,602,,,,,
ft,193,602,,,,,
qmh,106,602,,,,,
qm,125,602,,,,,
qmq,0,602,,,,,
ftq,0,602,,,,,
qml,0,602,,,,,
fte,281,602,,,,,
fto,0,602,,,,,
qmi,26,602,,,,,
qmm,2,602,,,,,
ftk,94,602,,,,,
qms,22,602,,,,,
qmx,244,602,,,,,
qnh,1,602,,,,,
qpc,0,602,,,,,
qnk,12,602,,,,,
fts,24,602,,,,,
ftw,38,602,,,,,
qnp,163,602,,,,,
qoo,72,602,,,,,
qpq,0,602,,,,,
qq3,0,602,,,,,
qpl,2,602,,,,,
qoq,129,602,,,,,
qpa,102,602,,,,,
qq,0,602,,,,,
qq2,57,602,,,,,
qqb,1,602,,,,,
qpz,44,602,,,,,
qqq,0,602,,,,,
qqh,0,602,,,,,
qqg,0,602,,,,,
qqc,10,602,,,,,
qrg,0,602,,,,,
qqs,5,602,,,,,
qqw,0,602,,,,,
qqn,1,602,,,,,
qs2,0,602,,,,,
qrp,0,602,,,,,
qsl,0,602,,,,,
qsh,0,602,,,,,
qqz,189,602,,,,,
qr,2,602,,,,,
qqj,15,602,,,,,
qss,2,602,,,,,
qs,140,602,,,,,
qsj,72,602,,,,,
qtl,0,602,,,,,
qtq,0,602,,,,,
qtt,1,602,,,,,
qtj,9,602,,,,,
qsy,201,602,,,,,
qsp,112,602,,,,,
qtz,2,602,,,,,
qun,0,602,,,,,
qts,45,602,,,,,
qt,152,602,,,,,
fu2,1,602,,,,,
quy,0,602,,,,,
qvq,0,602,,,,,
qu,2,602,,,,,
que,32,602,,,,,
qu2,52,602,,,,,
fu7,0,602,,,,,
fu6,1,602,,,,,
fu,117,602,,,,,
fu5,93,602,,,,,
fu3,3,602,,,,,
fu9,1,602,,,,,
fu4,2,602,,,,,
fuz,183,602,,,,,
fu8,36,602,,,,,
fwp,2,602,,,,,
fun,51,602,,,,,
fwk,0,602,,,,,
fup,9,602,,,,,
fw,257,602,,,,,
fwc,8,602,,,,,
fwl,0,602,,,,,
fwf,7,602,,,,,
fws,24,602,,,,,
fww,0,602,,,,,
fw5,5,602,,,,,
fwu,0,602,,,,,
fwy,0,602,,,,,
fxc,0,602,,,,,
fwv,41,602,,,,,
fxs,0,602,,,,,
fxj,1,602,,,,,
fwz,121,602,,,,,
fxl,2,602,,,,,
fxw,0,602,,,,,
fxd,6,602,,,,,
fxy,0,602,,,,,
fx,58,602,,,,,
fxu,155,602,,,,,
fy0,43,602,,,,,
fy6,0,602,,,,,
