xhb,0,602,0,,0,Frequency,Cumulative %
tu4,0,602,,,,,
ttt,213,602,,,,,
tu5,0,602,,,,,
tu3,18,602,,,,,
tu7,0,602,,,,,
tu6,1,602,,,,,
tuc,0,602,,,,,
tuq,0,602,,,,,
tum,2,602,,,,,
tun,0,602,,,,,
tv,0,602,,,,,
tue,175,602,,,,,
tux,0,602,,,,,
tvc,0,602,,,,,
tur,44,602,,,,,
tuo,37,602,,,,,
tvh,1,602,,,,,
tut,1,602,,,,,
tv2,13,602,,,,,
tvk,0,602,,,,,
jfz,8,602,,,,,
jgl,0,602,,,,,
jh,0,602,,,,,
jh4,1,602,,,,,
tvv,6,602,,,,,
jgd,13,602,,,,,
tvs,11,602,,,,,
tvu,30,602,,,,,
jh2,1,602,,,,,
jg,284,602,,,,,
jha,0,602,,,,,
jhb,0,602,,,,,
jh9,101,602,,,,,
jhk,0,602,,,,,
jhc,6,602,,,,,
jhd,0,602,,,,,
jhx,0,602,,,,,
jhn,3,602,,,,,
jhl,53,602,,,,,
jhp,4,602,,,,,
jhr,2,602,,,,,
jhz,0,602,,,,,
jhs,12,602,,,,,
jhu,281,602,,,,,
ji1,1,602,,,,,
jhy,9,602,,,,,
jht,4,602,,,,,
ji,38,602,,,,,
ji7,0,602,,,,,
ji3,14,602,,,,,
jic,0,602,,,,,
ji8,1,602,,,,,
ji9,1,602,,,,,
ji2,257,602,,,,,
jii,0,602,,,,,
ji5,129,602,,,,,
ji4,149,602,,,,,
ji6,182,602,,,,,
jia,14,602,,,,,
jis,0,602,,,,,
jie,59,602,,,,,
jio,2,602,,,,,
jim,17,602,,,,,
jil,13,602,,,,,
jit,5,602,,,,,
twb,0,602,,,,,
jin,5,602,,,,,
tw,1,602,,,,,
jiy,69,602,,,,,
jiq,5,602,,,,,
jj,7,602,,,,,
jiu,74,602,,,,,
jj3,2,602,,,,,
twh,0,602,,,,,
jj2,164,602,,,,,
jj8,0,602,,,,,
jjg,0,602,,,,,
twi,4,602,,,,,
jj4,3,602,,,,,
twl,0,602,,,,,
jjc,1,602,,,,,
jj7,62,602,,,,,
twc,44,602,,,,,
twd,78,602,,,,,
jji,0,602,,,,,
twn,0,602,,,,,
twj,164,602,,,,,
jjk,1,602,,,,,
twp,4,602,,,,,
twt,1,602,,,,,
jjj,4,602,,,,,
jjn,0,602,,,,,
twu,216,602,,,,,
jjq,0,602,,,,,
tww,30,602,,,,,
jjl,33,602,,,,,
tx,3,602,,,,,
tx2,0,602,,,,,
jjm,13,602,,,,,
jjr,0,602,,,,,
jjp,9,602,,,,,
txb,0,602,,,,,
jjx,0,602,,,,,
txe,1,602,,,,,
jjy,0,602,,,,,
jjw,1,602,,,,,
txf,75,602,,,,,
jjz,102,602,,,,,
txd,16,602,,,,,
txc,339,602,,,,,
txm,0,602,,,,,
txs,0,602,,,,,
txl,13,602,,,,,
jk2,0,602,,,,,
jk,1,602,,,,,
txj,35,602,,,,,
txy,0,602,,,,,
jkc,2,602,,,,,
jkd,0,602,,,,,
jk4,5,602,,,,,
jkh,0,602,,,,,
txu,62,602,,,,,
jke,195,602,,,,,
ty2,4,602,,,,,
ty3,0,602,,,,,
jkl,1,602,,,,,
jkk,61,602,,,,,
jkt,0,602,,,,,
ty4,0,602,,,,,
ty1,23,602,,,,,
ty,17,602,,,,,
ty5,2,602,,,,,
tya,0,602,,,,,
jks,6,602,,,,,
jkz,0,602,,,,,
tyg,0,602,,,,,
tyc,0,602,,,,,
tyd,0,602,,,,,
jky,0,602,,,,,
jkm,1,602,,,,,
jkx,2,602,,,,,
jl,0,602,,,,,
jkw,37,602,,,,,
tym,0,602,,,,,
tyh,76,602,,,,,
jl7,5,602,,,,,
tyj,3,602,,,,,
jle,0,602,,,,,
jla,13,602,,,,,
typ,0,602,,,,,
tyn,176,602,,,,,
jlc,81,602,,,,,
tyk,22,602,,,,,
tyr,0,602,,,,,
tyq,3,602,,,,,
jlj,4,602,,,,,
jlm,0,602,,,,,
tyo,36,602,,,,,
jlk,0,602,,,,,
tyt,0,602,,,,,
jli,47,602,,,,,
jlq,0,602,,,,,
tyw,0,602,,,,,
jlw,0,602,,,,,
tyz,0,602,,,,,
tys,0,602,,,,,
jlo,4,602,,,,,
jly,1,602,,,,,
jlu,154,602,,,,,
jlz,1,602,,,,,
tyx,6,602,,,,,
jm2,0,602,,,,,
tyy,97,602,,,,,
tz,5,602,,,,,
jm3,0,602,,,,,
tzb,0,602,,,,,
tz2,6,602,,,,,
jm,51,602,,,,,
tze,1,602,,,,,
tzf,0,602,,,,,
jmb,0,602,,,,,
jmc,1,602,,,,,
jmd,0,602,,,,,
tzh,190,602,,,,,
jma,4,602,,,,,
jmg,0,602,,,,,
tzn,0,602,,,,,
tzl,0,602,,,,,
jme,85,602,,,,,
tzj,93,602,,,,,
tzs,1,602,,,,,
tzi,274,602,,,,,
tzx,0,602,,,,,
jmm,0,602,,,,,
jmh,94,602,,,,,
jmo,2,602,,,,,
tzy,39,602,,,,,
jmk,69,602,,,,,
tzu,16,602,,,,,
jms,2,602,,,,,
tzw,0,602,,,,,
jmp,52,602,,,,,
tzz,47,602,,,,,
u,1,602,,,,,
jmn,2,602,,,,,
u22,1,602,,,,,
u2,0,602,,,,,
jmw,49,602,,,,,
jmz,4,602,,,,,
u4,0,602,,,,,
jn,1,602,,,,,
jmy,0,602,,,,,
jno,0,602,,,,,
jnm,1,602,,,,,
u8n,63,602,,,,,
u3,287,602,,,,,
jnc,49,602,,,,,
jnu,0,602,,,,,
ubo,0,602,,,,,
ua,13,602,,,,,
uc,0,602,,,,,
ucj,0,602,,,,,
ucd,0,602,,,,,
ubw,14,602,,,,,
jo,0,602,,,,,
jo4,1,602,,,,,
jo2,18,602,,,,,
uch,27,602,,,,,
jnx,2,602,,,,,
uck,0,602,,,,,
ucp,0,602,,,,,
jo5,1,602,,,,,
jo3,3,602,,,,,
jo7,2,602,,,,,
jo6,0,602,,,,,
udc,0,602,,,,,
udd,3,602,,,,,
udb,126,602,,,,,
ucu,53,602,,,,,
job,216,602,,,,,
ud,31,602,,,,,
joa,98,602,,,,,
jo8,0,602,,,,,
udo,0,602,,,,,
udk,6,602,,,,,
ues,0,602,,,,,
joo,2,602,,,,,
uf,0,602,,,,,
jop,0,602,,,,,
joe,97,602,,,,,
jon,77,602,,,,,
ufo,44,602,,,,,
ug,0,602,,,,,
joc,9,602,,,,,
joh,19,602,,,,,
joq,2,602,,,,,
ugh,1,602,,,,,
jot,3,602,,,,,
ui,0,602,,,,,
ugo,25,602,,,,,
uia,107,602,,,,,
jos,31,602,,,,,
jou,1,602,,,,,
uil,0,602,,,,,
jov,1,602,,,,,
uj,0,602,,,,,
jox,0,602,,,,,
ujo,1,602,,,,,
uk,0,602,,,,,
jor,4,602,,,,,
joz,0,602,,,,,
joy,0,602,,,,,
uka,1,602,,,,,
jp,0,602,,,,,
jow,0,602,,,,,
jp3,0,602,,,,,
ukb,10,602,,,,,
ula,0,602,,,,,
uko,0,602,,,,,
uki,32,602,,,,,
uli,0,602,,,,,
jp7,0,602,,,,,
ulm,0,602,,,,,
jp2,0,602,,,,,
jpd,0,602,,,,,
jpb,1,602,,,,,
jpc,1,602,,,,,
umd,0,602,,,,,
jp4,15,602,,,,,
ult,204,602,,,,,
jpf,0,602,,,,,
jpl,0,602,,,,,
uly,3,602,,,,,
uma,66,602,,,,,
um,29,602,,,,,
ume,2,602,,,,,
umu,1,602,,,,,
jpp,0,602,,,,,
jpt,0,602,,,,,
jpo,3,602,,,,,
jpm,195,602,,,,,
umr,170,602,,,,,
jpy,0,602,,,,,
un,0,602,,,,,
umy,0,602,,,,,
umi,35,602,,,,,
una,0,602,,,,,
un2,5,602,,,,,
jqg,80,602,,,,,
une,0,602,,,,,
jq,177,602,,,,,
jqm,0,602,,,,,
jqn,0,602,,,,,
ung,0,602,,,,,
jql,5,602,,,,,
jqz,0,602,,,,,
unn,0,602,,,,,
jqt,9,602,,,,,
jqx,3,602,,,,,
jqs,1,602,,,,,
unh,12,602,,,,,
uni,8,602,,,,,
jqu,70,602,,,,,
uno,0,602,,,,,
jrf,0,602,,,,,
jr2,0,602,,,,,
up,2,602,,,,,
jr,14,602,,,,,
uo,0,602,,,,,
unu,7,602,,,,,
jrh,15,602,,,,,
up7,173,602,,,,,
upa,15,602,,,,,
jrl,8,602,,,,,
upe,6,602,,,,,
jrq,0,602,,,,,
upl,0,602,,,,,
jru,0,602,,,,,
ur,1,602,,,,,
jrm,20,602,,,,,
upi,9,602,,,,,
jrx,0,602,,,,,
ura,1,602,,,,,
urc,0,602,,,,,
jrw,99,602,,,,,
uri,0,602,,,,,
js,19,602,,,,,
js2,0,602,,,,,
js3,14,602,,,,,
urh,1,602,,,,,
jsb,0,602,,,,,
js4,0,602,,,,,
ure,4,602,,,,,
jsc,0,602,,,,,
jsh,0,602,,,,,
us,0,602,,,,,
uro,76,602,,,,,
usa,0,602,,,,,
urk,1,602,,,,,
urs,8,602,,,,,
jsg,30,602,,,,,
jsi,48,602,,,,,
usc,0,602,,,,,
jsk,0,602,,,,,
urm,24,602,,,,,
ush,0,602,,,,,
jsj,1,602,,,,,
usb,1,602,,,,,
jsn,2,602,,,,,
jsm,11,602,,,,,
usj,173,602,,,,,
jss,0,602,,,,,
uta,1,602,,,,,
jsy,0,602,,,,,
usp,9,602,,,,,
jt,0,602,,,,,
jsp,113,602,,,,,
usk,2,602,,,,,
uso,129,602,,,,,
jst,8,602,,,,,
jsw,0,602,,,,,
jt2,0,602,,,,,
uto,1,602,,,,,
ute,6,602,,,,,
uth,0,602,,,,,
utk,8,602,,,,,
jt3,1,602,,,,,
uts,0,602,,,,,
jtr,2,602,,,,,
jtl,12,602,,,,,
uu9,0,602,,,,,
jtt,0,602,,,,,
uuu,0,602,,,,,
uu,0,602,,,,,
uur,0,602,,,,,
jtu,2,602,,,,,
jts,2,602,,,,,
jtx,11,602,,,,,
uwe,1,602,,,,,
utv,2,602,,,,,
ju3,0,602,,,,,
jty,107,602,,,,,
uvi,2,602,,,,,
ux,1,602,,,,,
uwi,57,602,,,,,
jud,0,602,,,,,
uxr,0,602,,,,,
jue,0,602,,,,,
ju2,137,602,,,,,
jui,0,602,,,,,
uyi,0,602,,,,,
ju,56,602,,,,,
uyj,0,602,,,,,
jul,0,602,,,,,
uys,0,602,,,,,
uy,9,602,,,,,
uz,0,602,,,,,
juo,6,602,,,,,
jus,0,602,,,,,
jv,0,602,,,,,
uzz,0,602,,,,,
juz,6,602,,,,,
jun,41,602,,,,,
v0,1,602,,,,,
jv9,0,602,,,,,
jvf,0,602,,,,,
uzi,23,602,,,,,
v00,0,602,,,,,
v,63,602,,,,,
v12,1,602,,,,,
v2,0,602,,,,,
v3,0,602,,,,,
jvn,0,602,,,,,
v4,1,602,,,,,
jvm,20,602,,,,,
jw,28,602,,,,,
v6,0,602,,,,,
jvl,7,602,,,,,
v5,57,602,,,,,
01x,0,602,,,,,
v9,0,602,,,,,
02l,1,602,,,,,
1,3,602,,,,,
v7,68,602,,,,,
v8,0,602,,,,,
6,0,602,,,,,
00z,131,602,,,,,
va5,0,602,,,,,
va,3,602,,,,,
43,208,602,,,,,
09n,0,602,,,,,
v96,27,602,,,,,
vad,0,602,,,,,
vac,0,602,,,,,
0a,2,602,,,,,
0ct,0,602,,,,,
55,180,602,,,,,
0dd,0,602,,,,,
van,0,602,,,,,
0ne,2,602,,,,,
vas,0,602,,,,,
vap,0,602,,,,,
vak,201,602,,,,,
vam,17,602,,,,,
0m7,0,602,,,,,
val,12,602,,,,,
0w1,1,602,,,,,
0w0,34,602,,,,,
vay,0,602,,,,,
0xd,1,602,,,,,
vaz,1,602,,,,,
0xi,19,602,,,,,
vax,161,602,,,,,
1,2,602,,,,,
0x9,14,602,,,,,
vb,1,602,,,,,
vbj,3,602,,,,,
0z,48,602,,,,,
10,0,602,,,,,
vbs,0,602,,,,,
107,0,602,,,,,
vc,0,602,,,,,
vbm,4,602,,,,,
vc2,0,602,,,,,
100,3,602,,,,,
101,6,602,,,,,
10x,1,602,,,,,
vc7,4,602,,,,,
110,0,602,,,,,
vcr,0,602,,,,,
111,0,602,,,,,
112,1,602,,,,,
11,7,602,,,,,
vdf,1,602,,,,,
vdt,0,602,,,,,
117,0,602,,,,,
vd,1,602,,,,,
vdp,23,602,,,,,
12,0,602,,,,,
vdv,0,602,,,,,
vea,1,602,,,,,
121,0,602,,,,,
123,0,602,,,,,
veg,0,602,,,,,
125,0,602,,,,,
vel,0,602,,,,,
vee,207,602,,,,,
ved,7,602,,,,,
126,4,602,,,,,
135,0,602,,,,,
14,3,602,,,,,
ven,0,602,,,,,
ves,0,602,,,,,
vge,0,602,,,,,
vgk,0,602,,,,,
13,10,602,,,,,
14k,0,602,,,,,
13k,15,602,,,,,
vg,6,602,,,,,
145,39,602,,,,,
15,0,602,,,,,
vgn,123,602,,,,,
vh7,0,602,,,,,
jw2,0,602,,,,,
16,2,602,,,,,
vh,10,602,,,,,
jw3,0,602,,,,,
152,119,602,,,,,
vhc,2,602,,,,,
jw1,5,602,,,,,
jw7,0,602,,,,,
jw5,38,602,,,,,
jwj,1,602,,,,,
jwh,5,602,,,,,
jwb,1,602,,,,,
jws,1,602,,,,,
jwp,2,602,,,,,
jwz,0,602,,,,,
jwq,8,602,,,,,
jwy,0,602,,,,,
jwk,13,602,,,,,
jwv,105,602,,,,,
jwu,202,602,,,,,
jx2,0,602,,,,,
jww,18,602,,,,,
jx,14,602,,,,,
jxj,0,602,,,,,
jxb,9,602,,,,,
jxf,0,602,,,,,
jxq,0,602,,,,,
jxc,120,602,,,,,
jxh,87,602,,,,,
jxg,93,602,,,,,
jxk,145,602,,,,,
jxn,206,602,,,,,
jxs,4,602,,,,,
jxp,0,602,,,,,
jxt,190,602,,,,,
jxy,0,602,,,,,
jxx,0,602,,,,,
jxu,6,602,,,,,
jyc,0,602,,,,,
jyd,0,602,,,,,
jxw,100,602,,,,,
jy3,3,602,,,,,
jy,168,602,,,,,
jyf,1,602,,,,,
jy2,53,602,,,,,
jyg,0,602,,,,,
jyl,0,602,,,,,
jyi,0,602,,,,,
jyn,0,602,,,,,
jyp,0,602,,,,,
jym,19,602,,,,,
vi,0,602,,,,,
jyo,51,602,,,,,
jyr,0,602,,,,,
vhd,25,602,,,,,
via,0,602,,,,,
jyt,1,602,,,,,
jyq,3,602,,,,,
vib,11,602,,,,,
vic,430,602,,,,,
jyw,48,602,,,,,
vig,0,602,,,,,
jyz,0,602,,,,,
jyy,1,602,,,,,
jyx,3,602,,,,,
vie,5,602,,,,,
vid,11,602,,,,,
vii,153,602,,,,,
jz3,0,602,,,,,
vim,0,602,,,,,
vin,0,602,,,,,
jz2,6,602,,,,,
jz,86,602,,,,,
vik,195,602,,,,,
vil,65,602,,,,,
vio,0,602,,,,,
jz9,49,602,,,,,
jza,23,602,,,,,
jzf,0,602,,,,,
jzc,5,602,,,,,
vip,0,602,,,,,
vis,0,602,,,,,
jzk,0,602,,,,,
vir,0,602,,,,,
jzh,40,602,,,,,
jzl,10,602,,,,,
viv,0,602,,,,,
vit,3,602,,,,,
jzr,11,602,,,,,
vj,17,602,,,,,
viz,10,602,,,,,
jzy,0,602,,,,,
jzs,38,602,,,,,
jzw,18,602,,,,,
vix,8,602,,,,,
vjw,0,602,,,,,
jzz,0,602,,,,,
vjo,1,602,,,,,
k11,0,602,,,,,
vk2,0,602,,,,,
k,143,602,,,,,
k10,0,602,,,,,
vjy,18,602,,,,,
vk,0,602,,,,,
vk9,0,602,,,,,
k12,1,602,,,,,
k0,5,602,,,,,
vkd,0,602,,,,,
vk5,30,602,,,,,
k13,9,602,,,,,
k14,0,602,,,,,
vkl,0,602,,,,,
vkn,0,602,,,,,
k27,0,602,,,,,
k2,66,602,,,,,
k15,5,602,,,,,
k3,0,602,,,,,
vkr,0,602,,,,,
vkp,0,602,,,,,
vkk,8,602,,,,,
vks,1,602,,,,,
k4,0,602,,,,,
vl,0,602,,,,,
k4z,0,602,,,,,
vlo,0,602,,,,,
k5,0,602,,,,,
k2r,36,602,,,,,
vla,3,602,,,,,
vld,1,602,,,,,
k7y,0,602,,,,,
k7,0,602,,,,,
vlv,0,602,,,,,
k6,150,602,,,,,
k8,0,602,,,,,
vlt,163,602,,,,,
k92,0,602,,,,,
vlx,0,602,,,,,
k99,0,602,,,,,
vm,2,602,,,,,
vlw,2,602,,,,,
k9,1,602,,,,,
ka,0,602,,,,,
16x,0,602,,,,,
vma,3,602,,,,,
ka2,0,602,,,,,
17,0,602,,,,,
ka3,0,602,,,,,
17c,0,602,,,,,
vmm,289,602,,,,,
vn,0,602,,,,,
vmz,0,602,,,,,
18,0,602,,,,,
187,0,602,,,,,
vms,3,602,,,,,
vnm,0,602,,,,,
kad,1,602,,,,,
kac,11,602,,,,,
189,0,602,,,,,
vo,0,602,,,,,
19,0,602,,,,,
kaj,0,602,,,,,
kag,0,602,,,,,
kai,266,602,,,,,
18z,0,602,,,,,
vo2,38,602,,,,,
vnu,6,602,,,,,
vo3,0,602,,,,,
197,0,602,,,,,
kal,0,602,,,,,
199,0,602,,,,,
kam,0,602,,,,,
vol,0,602,,,,,
1a4,2,602,,,,,
1a,67,602,,,,,
vos,0,602,,,,,
kao,10,602,,,,,
kan,121,602,,,,,
1az,313,602,,,,,
von,18,602,,,,,
kap,240,602,,,,,
vob,43,602,,,,,
1cy,0,602,,,,,
kar,0,602,,,,,
kas,0,602,,,,,
1c7,17,602,,,,,
1ee,5,602,,,,,
vov,162,602,,,,,
kat,0,602,,,,,
vp,1,602,,,,,
1hy,0,602,,,,,
vox,8,602,,,,,
kaw,1,602,,,,,
kav,2,602,,,,,
vp7,43,602,,,,,
1kb,0,602,,,,,
vpn,0,602,,,,,
1k,32,602,,,,,
vpd,85,602,,,,,
kay,2,602,,,,,
kaz,0,602,,,,,
1nm,320,602,,,,,
vpx,0,602,,,,,
1th,0,602,,,,,
kba,0,602,,,,,
1s,39,602,,,,,
vpr,25,602,,,,,
1v,0,602,,,,,
vqc,0,602,,,,,
kbb,0,602,,,,,
kb,75,602,,,,,
kbj,0,602,,,,,
vr2,0,602,,,,,
kbl,0,602,,,,,
204,0,602,,,,,
kbo,0,602,,,,,
vqt,2,602,,,,,
202,1,602,,,,,
2,14,602,,,,,
vr,18,602,,,,,
vrb,0,602,,,,,
kbu,0,602,,,,,
21,0,602,,,,,
210,0,602,,,,,
kbz,0,602,,,,,
vrg,0,602,,,,,
213,0,602,,,,,
214,2,602,,,,,
vrk,193,602,,,,,
vrp,1,602,,,,,
vrj,30,602,,,,,
kc,118,602,,,,,
kc2,1,602,,,,,
kc3,1,602,,,,,
219,5,602,,,,,
vrs,0,602,,,,,
21k,0,602,,,,,
21s,0,602,,,,,
vru,0,602,,,,,
vs,0,602,,,,,
vs1,0,602,,,,,
kcc,104,602,,,,,
222,0,602,,,,,
kch,22,602,,,,,
kcp,7,602,,,,,
kcg,4,602,,,,,
vsc,0,602,,,,,
vsh,0,602,,,,,
23,3,602,,,,,
232,0,602,,,,,
kct,3,602,,,,,
vsk,1,602,,,,,
22,264,602,,,,,
kcs,78,602,,,,,
kd,0,602,,,,,
vsl,1,602,,,,,
kd2,0,602,,,,,
233,5,602,,,,,
24k,0,602,,,,,
kdb,0,602,,,,,
vsm,0,602,,,,,
26,441,602,,,,,
280,0,602,,,,,
kdd,3,602,,,,,
vso,0,602,,,,,
vsp,2,602,,,,,
vt,3,602,,,,,
vtm,0,602,,,,,
kdn,0,602,,,,,
kdh,40,602,,,,,
272,25,602,,,,,
kdk,33,602,,,,,
29,220,602,,,,,
kdx,0,602,,,,,
vtv,1,602,,,,,
2b,175,602,,,,,
2ky,61,602,,,,,
2ly,0,602,,,,,
kdz,2,602,,,,,
vu2,3,602,,,,,
vu5,0,602,,,,,
vu,69,602,,,,,
vue,0,602,,,,,
vu7,0,602,,,,,
vu3,2,602,,,,,
vu4,37,602,,,,,
vu8,0,602,,,,,
vu6,18,602,,,,,
vui,107,602,,,,,
vv2,0,602,,,,,
vv1,0,602,,,,,
vvg,1,602,,,,,
vv,10,602,,,,,
vvo,0,602,,,,,
vun,0,602,,,,,
vvl,1,602,,,,,
vvm,71,602,,,,,
vvv,0,602,,,,,
vvi,36,602,,,,,
vvu,0,602,,,,,
vvy,0,602,,,,,
vvs,22,602,,,,,
vx,0,602,,,,,
vwb,1,602,,,,,
vxa,0,602,,,,,
vxe,0,602,,,,,
vwx,9,602,,,,,
vxq,0,602,,,,,
vy,0,602,,,,,
vys,0,602,,,,,
vyz,0,602,,,,,
vyg,0,602,,,,,
w,0,602,,,,,
w10,0,602,,,,,
w06,0,602,,,,,
w0m,0,602,,,,,
w1b,0,602,,,,,
vxl,3,602,,,,,
w3,0,602,,,,,
w36,0,602,,,,,
w3w,7,602,,,,,
w4,0,602,,,,,
w5,0,602,,,,,
w2,199,602,,,,,
w8,0,602,,,,,
w11,8,602,,,,,
w7,0,602,,,,,
ke2,1,602,,,,,
2mc,13,602,,,,,
ke,90,602,,,,,
ke3,0,602,,,,,
2ue,0,602,,,,,
30,0,602,,,,,
ke4,174,602,,,,,
ke5,16,602,,,,,
ke7,0,602,,,,,
2t,198,602,,,,,
3,137,602,,,,,
300,1,602,,,,,
312,2,602,,,,,
313,15,602,,,,,
ke6,10,602,,,,,
318,0,602,,,,,
32,0,602,,,,,
322,0,602,,,,,
keb,3,602,,,,,
ked,0,602,,,,,
ke9,268,602,,,,,
kea,7,602,,,,,
32t,2,602,,,,,
33,0,602,,,,,
keh,0,602,,,,,
kee,0,602,,,,,
333,0,602,,,,,
ke8,46,602,,,,,
335,0,602,,,,,
kei,0,602,,,,,
34,0,602,,,,,
kek,1,602,,,,,
399,0,602,,,,,
ken,0,602,,,,,
kej,4,602,,,,,
39,1,602,,,,,
39n,0,602,,,,,
kel,0,602,,,,,
360,6,602,,,,,
keo,0,602,,,,,
36h,7,602,,,,,
ker,0,602,,,,,
kem,15,602,,,,,
3aa,0,602,,,,,
3am,0,602,,,,,
kes,1,602,,,,,
3ap,1,602,,,,,
ket,0,602,,,,,
3d,0,602,,,,,
key,0,602,,,,,
3c,3,602,,,,,
kex,6,602,,,,,
3h3,1,602,,,,,
kew,4,602,,,,,
3x,0,602,,,,,
kev,150,602,,,,,
3m,54,602,,,,,
3rd,204,602,,,,,
kfc,4,602,,,,,
kf,13,602,,,,,
42,4,602,,,,,
4,8,602,,,,,
kfl,8,602,,,,,
3zo,1,602,,,,,
kgg,2,602,,,,,
kg,5,602,,,,,
43h,0,602,,,,,
kgj,1,602,,,,,
kgb,132,602,,,,,
425,539,602,,,,,
kgl,0,602,,,,,
444,0,602,,,,,
44,1,602,,,,,
4cc,0,602,,,,,
kgu,11,602,,,,,
4am,2,602,,,,,
kha,0,602,,,,,
khc,1,602,,,,,
4gb,1,602,,,,,
4jp,0,602,,,,,
kh,26,602,,,,,
4.00E+01,18,602,,,,,
4po,0,602,,,,,
4sh,0,602,,,,,
kh2,0,602,,,,,
khl,1,602,,,,,
khh,0,602,,,,,
khd,3,602,,,,,
kho,0,602,,,,,
4th,1,602,,,,,
5,1,602,,,,,
khe,2,602,,,,,
wa,0,602,,,,,
khu,0,602,,,,,
khx,42,602,,,,,
wa2,76,602,,,,,
khp,209,602,,,,,
w9,2,602,,,,,
khy,1,602,,,,,
khr,7,602,,,,,
wab,15,602,,,,,
wad,211,602,,,,,
kic,2,602,,,,,
kid,0,602,,,,,
wae,11,602,,,,,
waf,0,602,,,,,
wag,0,602,,,,,
wah,0,602,,,,,
ki,6,602,,,,,
kie,0,602,,,,,
wai,0,602,,,,,
wak,0,602,,,,,
wam,0,602,,,,,
kim,0,602,,,,,
wal,1,602,,,,,
kia,34,602,,,,,
kik,40,602,,,,,
wan,0,602,,,,,
kio,3,602,,,,,
wap,0,602,,,,,
kil,0,602,,,,,
kin,4,602,,,,,
war,0,602,,,,,
kir,0,602,,,,,
wat,1,602,,,,,
kit,0,602,,,,,
kip,4,602,,,,,
kja,0,602,,,,,
way,0,602,,,,,
waq,2,602,,,,,
kis,73,602,,,,,
wax,17,602,,,,,
waz,4,602,,,,,
kjd,1,602,,,,,
kj,259,602,,,,,
wb,0,602,,,,,
kjc,166,602,,,,,
wbj,0,602,,,,,
kje,2,602,,,,,
wbl,3,602,,,,,
wbk,7,602,,,,,
kjl,48,602,,,,,
kjo,0,602,,,,,
kji,83,602,,,,,
wbq,0,602,,,,,
wbo,7,602,,,,,
wbw,1,602,,,,,
wby,0,602,,,,,
kjm,15,602,,,,,
kjp,15,602,,,,,
kk3,0,602,,,,,
wc2,0,602,,,,,
wc,271,602,,,,,
kk4,0,602,,,,,
wc3,0,602,,,,,
kk2,4,602,,,,,
wbz,1,602,,,,,
wc4,0,602,,,,,
kk5,1,602,,,,,
kke,0,602,,,,,
wce,0,602,,,,,
kk,38,602,,,,,
kkc,2,602,,,,,
kkg,0,602,,,,,
kkb,341,602,,,,,
kkd,0,602,,,,,
wcd,426,602,,,,,
wcc,17,602,,,,,
kkh,0,602,,,,,
wcg,0,602,,,,,
wch,77,602,,,,,
wcw,2,602,,,,,
kkl,0,602,,,,,
wcl,0,602,,,,,
kkk,29,602,,,,,
kkn,0,602,,,,,
kkr,0,602,,,,,
wcx,11,602,,,,,
wcy,67,602,,,,,
wcs,0,602,,,,,
kks,1,602,,,,,
wd0,0,602,,,,,
521,0,602,,,,,
515,0,602,,,,,
5d,0,602,,,,,
kkt,117,602,,,,,
56,0,602,,,,,
513,7,602,,,,,
5bg,2,602,,,,,
520,5,602,,,,,
wd,67,602,,,,,
5e,0,602,,,,,
5id,0,602,,,,,
55,103,602,,,,,
61,0,602,,,,,
5th,13,602,,,,,
651,0,602,,,,,
6,4,602,,,,,
65,5,602,,,,,
5x,4,602,,,,,
61m,18,602,,,,,
66,0,602,,,,,
617,4,602,,,,,
65b,25,602,,,,,
666,0,602,,,,,
6ml,0,602,,,,,
73,0,602,,,,,
654,110,602,,,,,
6xh,0,602,,,,,
707,0,602,,,,,
6ft,8,602,,,,,
733,0,602,,,,,
755,0,602,,,,,
717,29,602,,,,,
77s,1,602,,,,,
784,0,602,,,,,
77,0,602,,,,,
752,23,602,,,,,
766,74,602,,,,,
765,81,602,,,,,
7c,0,602,,,,,
777,59,602,,,,,
7ai,0,602,,,,,
789,2,602,,,,,
7hm,0,602,,,,,
7in,0,602,,,,,
7ce,0,602,,,,,
7g,6,602,,,,,
kkw,0,602,,,,,
7hd,2,602,,,,,
wd3,35,602,,,,,
7l,2,602,,,,,
7jx,195,602,,,,,
kkx,0,602,,,,,
kkz,0,602,,,,,
wdc,0,602,,,,,
7ma,9,602,,,,,
7ji,209,602,,,,,
wdb,64,602,,,,,
kky,9,602,,,,,
7o,87,602,,,,,
wdd,2,602,,,,,
wdl,0,602,,,,,
7u5,135,602,,,,,
kl2,7,602,,,,,
7up,160,602,,,,,
kl,0,602,,,,,
wdp,0,602,,,,,
kla,1,602,,,,,
wdk,269,602,,,,,
8,43,602,,,,,
816,0,602,,,,,
klc,0,602,,,,,
klk,0,602,,,,,
84a,0,602,,,,,
kln,0,602,,,,,
wds,4,602,,,,,
wdq,0,602,,,,,
kls,2,602,,,,,
839,2,602,,,,,
888,150,602,,,,,
wdx,115,602,,,,,
wdy,0,602,,,,,
klu,1,602,,,,,
903,0,602,,,,,
9,1,602,,,,,
we2,1,602,,,,,
921,0,602,,,,,
we,1,602,,,,,
8v,92,602,,,,,
klx,0,602,,,,,
kly,155,602,,,,,
web,0,602,,,,,
klz,6,602,,,,,
954,0,602,,,,,
wea,7,602,,,,,
km,0,602,,,,,
wed,1,602,,,,,
960,0,602,,,,,
945,2,602,,,,,
kma,0,602,,,,,
988,0,602,,,,,
